id,uf,nre,municipio,codigo_inep,escola,dependencia_administrativa,localizacao,localidade_diferenciada,endereco,telefone,categoria_escola_privada,etapas_modalidade_ensino_oferecidas,outras_ofertas_educacionais,apmf_cnpj
8011,PR,PONTA GROSSA,Castro,41060199,COLEGIO INSTITUTO CRISTAO,Privada,Rural,A escola não está em área de localização diferenciada,"ROD. GUATACARA BORBA CARNEIRO KM03, SN CX. 1037. ZONA RURAL. 84165-720 Castro - PR.",(42) 32324224,Particular,"Ensino Médio, Educação Profissional",,
8012,PR,PONTA GROSSA,Castro,41153995,COLEGIO SESI CASTRO,Privada,Urbana,A escola não está em área de localização diferenciada,"AVENIDA NICOLAU JACOB FILHO, 398 VILA SANTA CRUZ. 84168-210 Castro - PR.",,Particular,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,
8013,PR,PONTA GROSSA,Castro,41059964,DALILA AYRES E M PROFA EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA EDUARDO JOSE DE QUADROS, 300 VL RIO BRANCO. 84174-000 Castro - PR.",(42) 21225444,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
8014,PR,PONTA GROSSA,Castro,41359054,DESPERTAR PARA O MUNDO C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA TRAVESSA FRANCISCO TELLES, 22 VL SANTA CRUZ. 84168-125 Castro - PR.",(42) 21225427,Não Informado,Educação Infantil,,
8015,PR,PONTA GROSSA,Castro,41059816,EDI A C ORTIZ E M C PROFA EI EF,Municipal,Rural,A escola não está em área de localização diferenciada,"BUTIAZAL, DIST SOCAVAO. 84165-970 Castro - PR.",,Não Informado,"Educação Infantil, Ensino Fundamental",,
8016,PR,PONTA GROSSA,Castro,41059972,EDINA W SVIERCOSKI C E C PROFA EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA DIAMANTINA, 202 DIST ABAPAN. 84185-000 Castro - PR.",(42) 32501183,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",1057760000106
8017,PR,PONTA GROSSA,Castro,41359070,ELIZABET M KUGLER C M E I PROFA,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA JOAO BATISTA GONCALVES SN, NUCLEO HAB PE PIVA. 84178-360 Castro - PR.",(42) 21225428,Não Informado,Educação Infantil,,
8018,PR,PONTA GROSSA,Castro,41059980,ELSA MACEDO E M PROFA EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA ANTONIO MENARIM, 482 VL RIO BRANCO. 84172-390 Castro - PR.",(42) 21225447,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
8019,PR,PONTA GROSSA,Castro,41059999,EMILIA ERICHSEN C EF M,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA JOAO RODRIGUES DE MACEDO, 105 VL RIO BRANCO. 84172-310 Castro - PR.",(42) 32325850,Particular,"Ensino Fundamental, Ensino Médio",,
8020,PR,PONTA GROSSA,Castro,41059573,ESCOLA ADVENTISTA CASTRO- EIEF,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA PRINCESA ISABEL, 526 CENTRO. 84165-450 Castro - PR.",(42) 32324998,Particular,"Educação Infantil, Ensino Fundamental",,
8021,PR,PONTA GROSSA,Castro,41387023,ESCOLA EMILIA ERICHSEN JUNIOR- EDUCACAO INFANTIL ENSINO FUNDAMENTAL,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA GUILHERME ALFREDO KIEL, 575 JARDIM DOS BANCARIOS. 84172-090 Castro - PR.",(42) 32337006,Particular,"Educação Infantil, Ensino Fundamental",,
8022,PR,PONTA GROSSA,Castro,41060024,ESCOLA EVANGELICA DA COMUNIDADE DE CASTROLANDA EDUCACAO INFANTIL E FUNDAMENTAL,Privada,Rural,A escola não está em área de localização diferenciada,"RUA JULIANA, 286 ESCOLA. COLONIA CASTROLANDA. 84196-200 Castro - PR.",(42) 32341152,Particular,"Educação Infantil, Ensino Fundamental",,
8023,PR,PONTA GROSSA,Castro,41160835,ESCOLA MUNICIPAL PROFESSORA MARILDA DA FONSECA FADEL - EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA DOUTOR RICARDO NARDI CARDOSO, 1155 JARDIM ALVORADA. 84181-248 Castro - PR.",(42) 21225400,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
8024,PR,PONTA GROSSA,Castro,41060016,ESTACAO DO TRONCO E R M DE EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA 04,QUADRA 02, JARDIM EXCEDE. 84165-970 Castro - PR.",(42) 32331280,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
8025,PR,PONTA GROSSA,Castro,41060040,FABIANA PIMENTEL C E DO C PROF EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"AV THEOFILO DE CASTRO, 550 DIST SOCAVAO. 84190-000 Castro - PR.",(42) 32451107,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",1446867000138
8026,PR,PONTA GROSSA,Castro,41060148,GUARAREMA E M DE EI EF,Municipal,Rural,A escola não está em área de localização diferenciada,"GUARAREMA, GUARAREMA. 84165-970 Castro - PR.",(42) 99009199,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
8027,PR,PONTA GROSSA,Castro,41060229,JAHYR LOPES E M DR EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA THEOFILO CONDESSA VILLELA, 20 JD SOC ARAPONGAS. 84174-270 Castro - PR.",(42) 21225439,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
8028,PR,PONTA GROSSA,Castro,41060237,JARDIM BELA VISTA E M DE EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA JONAS B MARTINS SN, JD BELA VISTA. 84165-250 Castro - PR.",(42) 21225440,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
8029,PR,PONTA GROSSA,Castro,41143680,JARDIM DAS ARAUCARIAS E E EF,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA SALVADOR SOBRINHO NATUCCI, 110 JD ARAUCARIAS. 84174-380 Castro - PR.",(42) 32333074,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,1281417000132
8030,PR,PONTA GROSSA,Castro,41060253,JOANA T PEREIRA C E PROF EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA FELIX TADEU MEYER, 449 VL RIO BRANCO. 84174-050 Castro - PR.",(42) 32331323,Não Informado,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,1296957000190
8031,PR,PONTA GROSSA,Castro,41359020,JOAO PAULO II C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA FELIX TADEU MEYER SN, JD PRIMAVERA. 84174-050 Castro - PR.",(42) 21225429,Não Informado,Educação Infantil,,
8032,PR,PONTA GROSSA,Castro,41060261,JOSE A F TELLES E M PROF EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA SALVADOR SOBRINHO NATUCCI, 110 JD ARAUCARIA II. 84174-380 Castro - PR.",(42) 21225437,Não Informado,Ensino Fundamental,,
8033,PR,PONTA GROSSA,Castro,41060270,JOSE NERY C DE NAPOLI E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA SERTANOPOLIS SN, 0 DIST SOCAVAO. 84190-000 Castro - PR.",(42) 32451192,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
8034,PR,PONTA GROSSA,Castro,41154118,LEDA MARIA TORRES PEREIRA C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA SETE DE SETEMBRO, 2060 MORADA DO SOL. 84173-400 Castro - PR.",(42) 98557356,Não Informado,Educação Infantil,,
8035,PR,PONTA GROSSA,Castro,41060385,LINNEU M NOVAES E M DR EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"PCA NOSSA SRA DO ROSARIO, 142 VL RIO BRANCO. 84172-010 Castro - PR.",(42) 21225438,Não Informado,Ensino Fundamental,,
8036,PR,PONTA GROSSA,Castro,41157257,LIVIO DONATI C M E I PD,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA RENATO MENARIMSN, MORADAS DO SOL. 84172-110 Castro - PR.",(42) 21225448,Não Informado,Educação Infantil,,
8037,PR,PONTA GROSSA,Castro,41060393,LOURIVAL L DE CARVALHO E M DR EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA LAURO BUENO, 200 CJ HAB PADRE PIVA. 84178-180 Castro - PR.",(42) 21225446,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
8038,PR,PONTA GROSSA,Castro,41060415,MARIA AP NISGOSKI C E PROFA EF M PROFIS,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA ALFREDO LUIZ DE MATTOS, 272 CENTRO. 84165-030 Castro - PR.",(42) 32325012,Não Informado,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",81646341000130
8039,PR,PONTA GROSSA,Castro,41060431,MARIANA G DUARTE E M PROFA EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA JAGUARIAIVA, 362 VL SANTA CRUZ. 84168-200 Castro - PR.",(42) 21225441,Não Informado,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
8040,PR,PONTA GROSSA,Castro,41155491,MARLY ROLIM C M E I PROFA,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA HERACLIO MENDES DE CAMARGO, 1010 VL SANTA CRUZ. 84168-260 Castro - PR.",(42) 21225436,Não Informado,Educação Infantil,,
8041,PR,PONTA GROSSA,Castro,41060458,MATILDE BAER E E PROFA EF,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA JERONIMO CABRAL P AMARAL, 2415 INVERNADA MATADOUR. 84174-430 Castro - PR.",(42) 32331499,Não Informado,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",79319588000109
8042,PR,PONTA GROSSA,Castro,41060466,NICOLAU BALTASAR C E PE EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA IRMA APOLINE TREZUB, 95 VL ROSARIO. 84168-130 Castro - PR.",(42) 32325176,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",73206484000101
8043,PR,PONTA GROSSA,Castro,41373960,NICOLAU HAMPF C E PROF EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA LEO ZAPPE SN, CANTA GALO. 84178-200 Castro - PR.",(42) 32334201,Não Informado,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,4446883000119
8044,PR,PONTA GROSSA,Castro,41060474,NINHO SORRISO E EI EF,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA SEZINANDO BOURGUIGNON, 484 SANTA CRUZ. 84168-030 Castro - PR.",(42) 32325669,Filantrópica,"Educação Infantil, Ensino Fundamental",,
8045,PR,PONTA GROSSA,Castro,41358945,NOSSO LAR C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA 17 DE MAIO SN, JD BELA VISTA. 84165-400 Castro - PR.",(42) 21225430,Não Informado,Educação Infantil,,
8046,PR,PONTA GROSSA,Castro,41059662,OSVALDO BIASSIO E EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA BENJAMIN CONSTANT, 280 CENTRO. 84165-220 Castro - PR.",(42) 32322010,Particular,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
8047,PR,PONTA GROSSA,Castro,41151836,PAULO FREIRE E EI EF,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA CORONEL VIDAL MARTINS DE OLIVEIRA, 42 JD DOS BANCARIOS. 84172-555 Castro - PR.",(42) 32333531,Particular,"Educação Infantil, Ensino Fundamental",,
8048,PR,PONTA GROSSA,Castro,41373910,PEQUENO REINO C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV THEOFILO DE CASTRO SN, DIST DE SOCAVAO. 84195-000 Castro - PR.",(42) 32451217,Não Informado,Educação Infantil,,
8049,PR,PONTA GROSSA,Castro,41376072,PRE ESCOLA CARINHOSO LTDA,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA BENJAMIN CONSTANT, 62 CENTRO. 84165-220 Castro - PR.",(42) 32321566,Particular,Educação Infantil,,
8050,PR,PONTA GROSSA,Castro,41060628,RELINDIS B CAPILE E M PROFA EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV BRASIL, 833 COL CASTROLANDA. 84196-200 Castro - PR.",(42) 32341445,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
8051,PR,PONTA GROSSA,Castro,41359038,RIVADAVIA DE GRACIA LARA C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA SALVADOR SOBRINHO NATUCCI, 110 JD ARAUCARIAS II. 84174-380 Castro - PR.",(42) 21225431,Não Informado,Educação Infantil,,
8052,PR,PONTA GROSSA,Castro,41359062,RUBENS JOSE QUINTILIANO C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA CIPRIANO MARQUES DE SOUZA, 469 CENTRO. 84165-120 Castro - PR.",(42) 21225432,Não Informado,Educação Infantil,,
8053,PR,PONTA GROSSA,Castro,41060725,SALVADOR A SOBRINHO C E C PROF EF M,Estadual,Rural,A escola não está em área de localização diferenciada,"DIST DE GUARAREMA, S/N GUARAREMA. 84193-300 Castro - PR.",(42) 32325833,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",1345554000193
8054,PR,PONTA GROSSA,Castro,41059565,SANTO LAZARINI DA SILVA E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA BLUMENAU SN, DIST ABAPAN. 84185-000 Castro - PR.",(42) 32501219,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
8056,PR,PONTA GROSSA,Castro,41060814,SAO SEBASTIAO DO MARACANA C E C EF M,Estadual,Rural,A escola não está em área de localização diferenciada,"COLONIA MARACANA, S/N COLONIA MARACANA. 84165-970 Castro - PR.",(42) 32320120,Não Informado,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,2003933000168
8057,PR,PONTA GROSSA,Castro,41060822,SAO SEBASTIAO E M C DE EI EF,Municipal,Rural,A escola não está em área de localização diferenciada,"MARACANA, COL DE S SEBASTIAO. 84165-970 Castro - PR.",(42) 32320120,Não Informado,"Educação Infantil, Ensino Fundamental",,
8058,PR,PONTA GROSSA,Castro,41155300,SENAI CASTRO,Privada,Urbana,A escola não está em área de localização diferenciada,"AVENIDA NICOLAU JACOB FILHO, 398 S/. SANTA CRUZ. 84168-210 Castro - PR.",,Particular,Educação Profissional,,
8059,PR,PONTA GROSSA,Castro,41060970,TANQUE GRANDE E M C DE EI EF,Municipal,Rural,A escola não está em área de localização diferenciada,"TANQUE GRANDE, DIST DE SOCAVAO. 84165-970 Castro - PR.",,Não Informado,"Educação Infantil, Ensino Fundamental",,
8060,PR,PONTA GROSSA,Castro,41060989,TEREZA CASAGRANDE SGUARIO E M C EI EF,Municipal,Rural,A escola não está em área de localização diferenciada,"PAINA, 0 DIST SOCAVAO. 84190-000 Castro - PR.",,Não Informado,"Educação Infantil, Ensino Fundamental",,
8061,PR,PONTA GROSSA,Castro,41060865,TERRA NOVA E M C DE EI EF,Municipal,Rural,A escola não está em área de localização diferenciada,"TERRA NOVA, COL TERRA NOVA. 84178-680 Castro - PR.",,Não Informado,"Educação Infantil, Ensino Fundamental",,
8062,PR,PONTA GROSSA,Castro,41358937,TURMA DO PERERE C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PRINCIPAL DO TRONCO SN, 84165-970 Castro - PR.",(42) 32611066,Não Informado,Educação Infantil,,
